CNF with 3 variables and 8 clauses:
(-128, -225)
(-64, -158)
(108, -109)
(-84, 141)
(-111, 166)
(-37, 18)
(139, -98)
(-221, 78)
(-72, 103)
(-8, 106)
(-171, 100)
(-85, -224)
(-44, 204)
(-186, -182)
(-158, 17)
(-195, 32)
(22, -154)
(64, -80)
(151, 86)
(135, -20)
(68, 198)
(-191, 151)
(21, -60)
(-181, -85)
(55, -184)
(168, -133)
(-128, 143)
(107, 101)
(-187, -172)
(44, 97)
(6, -7)
(46, -147)
(43, -201)
(74, -12)
(-3, -189)
(-35, -93)
(182, 122)
(70, 134)
(-69, 177)
(117, -23)
(128, 96)
(-203, -196)
(-95, 167)
(171, 195)
(18, -139)
(212, -216)
(203, -66)
(23, 95)
(-187, -206)
(-13, -69)
(-23, 82)
(198, -218)
(218, -1)
(225, 68)
(-39, 104)
(19, -28)
(121, 157)
(166, -64)
(44, 163)
(25, 159)
(-206, -46)
(-106, 114)
(-93, -160)
(67, -86)
(188, -205)
(-164, -83)
(-121, -103)
(190, 30)
(21, 7)
(-51, 196)
(16, 12)
(-19, 109)
(-164, -56)
(-187, 61)
(-178, -101)
(-84, -216)
(31, -43)
(42, 113)
(-151, -108)
(-12, 206)
(-114, -144)
(-20, 165)
(-23, 178)
(-30, -44)
(-226, -193)
(-57, 164)
(-16, -128)
(-67, -130)
(-90, -13)
(-144, 135)
(-61, 41)
(-106, 73)
(-87, -33)
(125, -6)
(-213, -108)
(201, -203)
(-32, 40)
(51, 120)
(-85, 77)
(184, 37)
(-1, -145)
(-178, 221)
(154, -178)
(-172, -126)
(80, 208)
(71, -121)
(36, 31)
(-77, -200)
(-61, 25)
(-28, 147)
(186, -171)
(-19, 49)
(-182, 107)
(-177, 24)
(-29, 112)
(-71, -132)
(66, -26)
(146, 147)
(51, -189)
(27, -189)
(-122, 97)
(204, -120)
(15, 157)
(-202, 95)
(-207, -130)
(-178, -149)
(178, 53)
(75, 68)
(24, -60)
(4, 26)
(-11, 37)
(186, 130)
(121, 129)
(70, -93)
(171, -50)
(205, 199)
(172, -73)
(-178, -186)
(92, -87)
(-161, -170)
(83, 29)
(-8, -46)
(-61, -19)
(192, -110)
(-13, -122)
(42, 101)
(222, -152)
(15, 22)
(-77, 186)
(-51, 150)
(-188, 23)
(-172, -204)
(-150, 43)
(39, -213)
(98, 111)
(172, 158)
(54, -23)
(-160, -157)
(133, 41)
(209, -110)
(199, 114)
(49, 72)
(-121, 216)
(48, 82)
(204, 104)
(-119, -205)
(-37, 142)
(-74, 120)
(-1, 72)
(113, -81)
(-10, -225)
(-48, -74)
(65, 134)
(-16, -28)
(61, 9)
(-148, 100)
(34, 77)
(88, -7)
(157, 199)
(-185, 60)
(109, -30)
(-167, 160)
(-66, 215)
(51, -109)
(-158, -103)
(-63, -30)
(73, -8)
(196, 127)
(-55, -111)
(-103, -39)
(146, -112)
(104, -182)
(84, -2)
(-219, -159)
(-223, 97)
(9, 38)
(170, -100)
(-116, -131)
(192, -33)
(14, 125)
(-109, -107)
(136, 35)
(13, 166)
(56, -150)
(217, -187)
(143, -88)
(-41, -28)
(219, 133)
(109, 164)
(81, 190)
(-100, 115)
(-125, 116)
(186, -35)
(15, 74)
(18, 15)
(-155, -111)
(189, -30)
(-146, -188)
(-146, -69)
(127, 114)
(-138, -196)
(-170, -201)
(-155, 145)
(155, -102)
(103, -140)
(-181, -39)
(-206, 81)
(76, 4)
(-34, -139)
(172, 173)
(-31, -58)
(91, 206)
(186, -225)
(-217, 154)
(55, -199)
(19, 144)
(21, -185)
(-3, -216)
(-169, 8)
(-207, -165)
(111, 172)
(172, -190)
(-47, -27)
(-25, 159)

CNF with 113 variables and 247 clauses:
(-143, 164)
(-156, 75)
(93, 50)
(-92, -32)
(92, -177)
(68, -190)
(125, 137)
(-40, -77)
(137, -72)
(152, -209)
(51, -48)
(-53, 185)
(162, 195)
(195, -46)
(141, -17)
(25, -176)
(111, 46)
(-122, -156)
(-123, 117)
(-214, 97)
(42, -151)
(148, 214)
(116, 100)
(138, 167)
(-154, -14)
(-107, 70)
(95, -213)
(118, 179)
(122, -132)
(113, 110)
(-90, 223)
(93, 143)
(14, -31)
(-31, -173)
(-147, -183)
(192, 122)
(7, -116)
(-137, -109)
(81, -222)
(103, -225)
(138, -194)
(87, 75)
(111, 5)
(139, -153)
(100, -224)
(11, -128)
(40, 27)
(42, 180)
(27, 72)
(-107, 81)
(205, -95)
(-113, 144)
(112, 79)
(-41, -136)
(25, 139)
(-208, 89)
(213, 110)
(-74, 178)
(56, -176)
(-136, 84)
(-59, -221)
(-180, -157)
(-39, 184)
(8, 116)
(-168, -64)
(-34, 153)
(-74, -204)
(103, 60)
(72, 109)
(-159, 149)
(85, -92)
(-74, 52)
(-221, 64)
(144, 168)
(12, -186)
(61, 51)
(17, -62)
(-132, -106)
(-224, -61)
(-67, -223)
(-140, -174)
(-131, -162)
(159, -149)
(-195, -46)
(-111, -74)
(132, -69)
(-3, -114)
(-174, -39)
(-94, -159)
(177, 91)
(-98, 216)
(-53, -60)
(-78, 194)
(1, -114)
(-208, -108)
(-39, -31)
(-208, 185)
(-220, 110)
(28, -87)
(7, 64)
(-151, -199)
(219, 75)
(-182, 48)
(-107, 115)
(-77, -3)
(-212, -222)
(-169, 21)
(-186, -20)
(149, -60)
(182, 181)
(156, 162)
(32, 50)
(3, 133)
(-181, -170)
(41, 7)
(-110, -174)
(-39, 136)
(70, -79)
(206, 147)
(-41, -84)
(-78, 80)
(-16, 64)
(-141, -68)
(-104, 107)
(114, -107)
(-28, -200)
(168, -72)
(39, 82)
(-148, -217)
(174, 17)
(114, -89)
(139, 188)
(-76, -112)
(-76, -158)
(133, 19)
(-171, 117)
(-69, -171)
(107, -46)
(-153, -113)
(-12, -192)
(-162, 156)
(-165, 50)
(30, 24)
(-161, 11)
(-161, 130)
(56, 52)
(203, -167)
(-117, 54)
(-182, -192)
(-168, -184)
(167, -20)
(109, 146)
(-145, 28)
(-42, -5)
(48, -194)
(113, 180)
(-46, 16)
(42, 138)
(143, -204)
(48, -176)
(128, -177)
(-182, 219)
(-196, -106)
(63, -114)
(-159, -87)
(137, -101)
(-40, -216)
(118, -142)
(-51, 141)
(49, 143)
(5, 182)
(196, -12)
(81, 40)
(23, 206)
(-30, -38)
(-74, 26)
(-72, -193)
(176, 122)
(178, 183)
(-24, -16)
(65, -48)
(161, 176)
(-124, -30)
(28, 159)
(-43, 53)
(-97, 27)
(49, -38)
(67, 117)
(49, 26)
(60, -63)
(98, -134)
(42, 51)
(-80, 180)
(-211, 151)
(110, -41)
(108, 5)
(223, 144)
(-203, -135)
(91, 83)
(-218, -53)
(102, 28)
(150, 50)
(-28, 153)
(-131, 52)
(169, 11)
(-79, 35)
(-87, 149)
(-149, 110)
(226, 109)
(79, -209)
(-151, 122)
(81, -93)
(-61, -186)
(135, 61)
(28, -184)
(-156, -39)
(-70, -125)
(-89, -74)
(-49, -212)
(208, 21)
(-191, 195)
(-178, -70)
(68, 62)
(202, 117)
(-194, 71)
(107, -200)
(-48, 134)
(49, 204)
(-188, 20)
(-159, 56)
(-175, -169)
(-112, -223)
(171, -179)
(-7, 98)
(-208, 172)
(-97, -186)
(-107, -154)
(-98, -206)
(202, -73)
(211, -116)
(125, 34)
(-123, 170)
(15, 3)
(-136, -59)
(-46, 216)
(4, 46)
(10, -94)

CNF with 113 variables and 227 clauses:
(121, -25)
(57, 91)
(-59, 136)
(-8, 154)
(115, 87)
(107, -70)
(-200, -132)
(6, 146)
(170, 32)
(-145, -35)
(36, 7)
(39, 33)
(-106, -132)
(69, 22)
(-106, -4)
(-7, 127)
(-99, -72)
(-138, -54)
(134, -4)
(107, -132)
(16, -88)
(131, -193)
(16, 214)
(-25, -184)
(-98, 27)
(72, 221)
(-223, 188)
(-131, -205)
(-43, 91)
(221, -89)
(-158, 79)
(217, -71)
(197, 63)
(-217, 39)
(142, -208)
(173, -221)
(18, -6)
(-213, -119)
(-107, -10)
(-100, -59)
(-90, -113)
(-152, -207)
(100, -59)
(65, -26)
(144, 63)
(-202, 201)
(200, 156)
(100, 14)
(-65, 206)
(-89, 7)
(223, 20)
(-89, 126)
(-121, -171)
(94, 208)
(218, -68)
(62, 124)
(96, 37)
(-135, -198)
(-24, 127)
(-203, -159)
(-196, -144)
(16, 154)
(-107, 138)
(49, -133)
(65, 122)
(137, 108)
(-20, -123)
(49, 169)
(-201, -223)
(-184, -88)
(59, -147)
(57, 191)
(-30, 98)
(-112, -121)
(-127, 46)
(-76, 128)
(62, 144)
(-128, -200)
(-130, -78)
(83, 66)
(205, -173)
(-11, -143)
(-152, -182)
(4, 203)
(-145, -15)
(-147, -67)
(3, 30)
(20, 165)
(111, -199)
(7, 119)
(218, 55)
(-156, 67)
(-140, -126)
(-17, -156)
(6, -106)
(211, -149)
(-32, 93)
(-114, 21)
(1, 224)
(-68, -37)
(-52, 133)
(176, -67)
(21, -145)
(-182, -105)
(-149, 136)
(138, -42)
(26, -67)
(-220, 30)
(101, 55)
(104, 54)
(129, 193)
(50, 138)
(147, -12)
(-179, 205)
(118, 199)
(80, 224)
(-145, 5)
(64, -56)
(154, -34)
(-194, -159)
(-205, -159)
(29, -221)
(-89, 98)
(209, 30)
(66, 100)
(-177, -189)
(68, -77)
(44, -77)
(4, 6)
(41, 55)
(-54, 202)
(-184, -164)
(15, -10)
(226, -107)
(-201, -162)
(6, 115)
(-52, -91)
(-210, 18)
(-209, 72)
(125, -22)
(163, -29)
(-187, -54)
(127, 112)
(122, 91)
(131, 39)
(-94, -116)
(12, 131)
(199, -226)
(169, -14)
(-221, 91)
(-102, 191)
(99, -167)
(148, -98)
(-151, -138)
(-141, 220)
(-98, -68)
(-51, -106)
(59, 172)
(-212, 123)
(214, -71)
(-14, -69)
(78, 124)
(-14, -124)
(83, 120)
(175, 20)
(-125, 146)
(-75, -79)
(-99, -184)
(-200, -122)
(198, 113)
(-74, 81)
(-136, 97)
(-94, 197)
(169, 52)
(-70, 72)
(165, -101)
(-178, 54)
(-42, -165)
(-216, 79)
(-92, 69)
(-215, -11)
(-120, -121)
(-196, 88)
(-185, -205)
(-40, 207)
(209, 109)
(-192, -61)
(-94, 71)
(50, 9)
(127, -165)
(-20, 118)
(210, 98)
(-224, 208)
(-31, -218)
(163, 105)
(-33, 215)
(120, 143)
(173, -10)
(-190, -117)
(212, 192)
(-28, 137)
(-183, -130)
(111, -205)
(65, 11)
(41, -163)
(91, -16)
(-79, 30)
(152, -3)
(167, -158)
(-123, -52)
(-74, 51)
(164, -194)
(208, -96)
(175, -90)
(17, -100)
(-215, 197)
(77, -205)
(-122, -48)
(-3, 77)
(-45, -167)
(163, 201)
(131, -97)
(32, -100)
(17, 101)
(154, -220)
(-10, -127)
(198, -34)

CNF with 113 variables and 210 clauses:
(-16, -40)
(190, -54)
(-226, -197)
(-217, 10)
(-220, -99)
(84, -206)
(-107, -97)
(98, 183)
(-132, 32)
(76, 189)
(46, 194)
(-199, -95)
(113, -36)
(205, -191)
(87, 128)
(-16, -157)
(160, -187)
(-149, 9)
(158, -47)
(-149, 73)
(-68, -137)
(-41, 97)
(-63, 216)
(-102, -96)
(-103, -31)
(-19, -25)
(218, -6)
(-174, -9)
(127, -191)
(44, 95)
(-174, 64)
(-4, 85)
(-218, 159)
(136, 34)
(-50, -202)
(-99, 204)
(-116, 206)
(214, 81)
(123, -49)
(169, 12)
(153, -124)
(-141, -193)
(-221, -2)
(-180, -166)
(9, 106)
(-94, -124)
(168, 59)
(-18, 97)
(-175, 77)
(-6, -2)
(-196, -16)
(14, 19)
(-74, 16)
(158, 76)
(-152, 60)
(-62, 146)
(-113, 73)
(-58, -46)
(-31, 60)
(-56, -49)
(-206, 162)
(-36, -92)
(-209, -35)
(-123, -57)
(192, -164)
(180, 109)
(-197, -107)
(1, -196)
(-142, 21)
(69, -107)
(-14, -59)
(177, 27)
(176, 59)
(124, -34)
(12, -22)
(171, -38)
(101, 7)
(-71, -209)
(-56, 26)
(-67, -59)
(208, -184)
(-92, 6)
(-142, -187)
(-90, -52)
(98, -206)
(125, 120)
(-54, 182)
(34, 66)
(97, -217)
(-137, -91)
(84, -141)
(39, 162)
(130, 119)
(13, -183)
(84, 216)
(-226, -120)
(-36, -97)
(-129, 90)
(-71, -143)
(-207, 140)
(10, 147)
(-13, 127)
(57, -104)
(-114, -105)
(-163, 94)
(-120, 92)
(-27, -183)
(-62, -49)
(-223, 6)
(150, -84)
(-33, 133)
(164, 189)
(-55, -44)
(196, 84)
(133, 165)
(-216, 75)
(-67, 183)
(-26, 10)
(-171, 138)
(-8, -85)
(41, -16)
(42, -136)
(-117, 182)
(194, 22)
(202, 35)
(147, -209)
(-103, 128)
(68, 117)
(223, 195)
(204, -47)
(195, 197)
(-215, 24)
(165, -222)
(151, -212)
(76, 197)
(-46, -85)
(74, 90)
(205, 43)
(17, 157)
(-95, 77)
(101, 214)
(80, 2)
(-82, 98)
(72, -9)
(157, -212)
(94, -216)
(-221, 111)
(88, 73)
(134, -15)
(-193, 157)
(123, 158)
(95, 87)
(26, 33)
(-93, -113)
(-46, -181)
(165, -126)
(-189, 29)
(-68, 154)
(189, 57)
(107, 70)
(210, -30)
(-53, 60)
(-200, -47)
(-206, -152)
(-193, 196)
(63, -183)
(-108, 66)
(123, -50)
(-153, 140)
(151, 149)
(178, 78)
(209, -26)
(6, -105)
(-28, -55)
(66, 172)
(-21, 134)
(-39, 9)
(-89, -65)
(-73, 50)
(131, -62)
(30, 69)
(48, -69)
(-15, -18)
(-11, 217)
(71, 52)
(111, -141)
(37, 212)
(31, -67)
(-83, 131)
(77, 223)
(8, 215)
(-94, -135)
(-104, -127)
(23, 185)
(76, 221)
(146, -208)
(153, -96)
(180, -48)
(91, 14)
(-70, 14)
(200, 113)
(129, -167)
(-97, -58)
(-212, 40)
(181, -157)
(85, 144)
(-14, 205)
(87, -66)
(208, -185)
(115, -160)

CNF with 113 variables and 216 clauses:
(145, -214)
(189, -147)
(44, -83)
(208, -48)
(-136, -32)
(122, -143)
(98, 110)
(-171, -87)
(-101, 29)
(159, 224)
(126, -109)
(-196, -4)
(85, 192)
(-45, -220)
(-103, -88)
(23, -131)
(-95, 188)
(90, -47)
(-5, 210)
(158, 106)
(81, -105)
(148, 168)
(19, -25)
(72, 29)
(-137, 209)
(-9, 160)
(-36, 121)
(-50, 223)
(87, 210)
(182, 8)
(-90, 95)
(183, -137)
(-93, -221)
(-91, -224)
(-83, 192)
(115, 128)
(50, -81)
(-47, -142)
(-46, -88)
(218, 131)
(-117, 62)
(-86, -180)
(171, -216)
(-71, 150)
(210, -17)
(49, 130)
(167, -40)
(-205, 143)
(-100, -57)
(-81, -44)
(-44, 5)
(-46, 106)
(-147, 93)
(171, 3)
(-78, 165)
(-118, 83)
(210, 211)
(69, 92)
(195, -95)
(-162, 49)
(-156, -54)
(139, -112)
(38, -222)
(-189, 25)
(15, -206)
(95, -88)
(147, 221)
(171, 133)
(-193, 12)
(-199, -114)
(-122, 182)
(203, 119)
(125, -26)
(206, 145)
(144, 106)
(82, -162)
(-74, 173)
(217, 130)
(44, 220)
(-196, -204)
(-175, 136)
(-10, 194)
(-45, -72)
(-25, 117)
(4, 141)
(-133, 99)
(177, 212)
(-36, 13)
(-47, 132)
(-183, 122)
(212, 35)
(-193, -151)
(-26, -65)
(-56, 83)
(170, 127)
(-68, -190)
(217, 59)
(28, 98)
(153, -54)
(146, -157)
(155, -5)
(-27, 171)
(194, 20)
(-120, -82)
(-146, 119)
(-211, 26)
(-160, 202)
(-50, -121)
(-187, 111)
(-157, -92)
(-217, -12)
(66, -154)
(154, -87)
(10, 94)
(204, -138)
(-43, 177)
(-16, -206)
(-226, -198)
(193, -148)
(-143, -182)
(223, 140)
(194, 61)
(-223, -26)
(196, 95)
(61, -139)
(-211, 67)
(-91, -136)
(-194, -91)
(46, 211)
(-18, -219)
(145, 95)
(149, 1)
(-189, 207)
(-86, 107)
(104, -22)
(-93, -115)
(126, -56)
(-125, 100)
(-201, 62)
(212, 124)
(-65, 84)
(-135, -48)
(8, 129)
(-201, 80)
(-95, -3)
(23, 224)
(42, -34)
(-154, -217)
(30, -91)
(-53, 195)
(-26, 179)
(21, -63)
(128, 72)
(25, -212)
(56, -179)
(4, 58)
(-7, 210)
(-144, -12)
(-81, -148)
(64, 81)
(101, -129)
(-118, 80)
(127, 73)
(176, 124)
(-225, -220)
(-201, 18)
(192, -69)
(-53, -50)
(-37, 108)
(71, 178)
(-124, 201)
(65, 27)
(185, 117)
(3, 162)
(-203, 66)
(-66, -57)
(-183, -151)
(-175, -171)
(-49, 87)
(97, 196)
(197, 164)
(-195, 186)
(93, 64)
(-222, 217)
(-11, 153)
(218, 159)
(225, -64)
(107, 136)
(212, -208)
(136, 62)
(-200, 28)
(-98, 176)
(141, -58)
(78, 112)
(28, -127)
(-58, 108)
(115, -25)
(198, 165)
(-190, -60)
(-19, -41)
(67, 203)
(167, 226)
(-218, 226)
(-89, 1)
(-221, 218)
(-161, -125)
(139, -132)
(128, 106)
(-38, 147)
(-196, 3)
(-65, -145)
(213, -207)
(55, -135)
(8, -155)
(72, -174)
(-166, 153)

CNF with 113 variables and 231 clauses:
(207, -56)
(-11, 185)
(-27, -125)
(-147, -151)
(52, -6)
(184, 150)
(-207, -129)
(-188, -213)
(171, 6)
(65, -122)
(184, -140)
(73, 108)
(-226, 59)
(33, -172)
(-164, 226)
(111, 220)
(58, 31)
(-77, 105)
(-126, 155)
(39, 124)
(40, 178)
(131, 198)
(66, 85)
(159, -167)
(-208, -107)
(-143, 148)
(-113, 158)
(-3, -193)
(-103, -131)
(-190, 54)
(185, 16)
(-107, 189)
(-218, 166)
(-92, 153)
(126, -180)
(63, -138)
(-129, 207)
(-43, -83)
(-168, 14)
(206, -163)
(-214, 26)
(-34, 48)
(-11, 34)
(-96, 94)
(171, -154)
(132, 135)
(-34, 176)
(167, 196)
(-116, -77)
(-221, 5)
(193, -170)
(44, 95)
(-150, 184)
(-209, -131)
(-139, 159)
(-151, -169)
(-7, -79)
(103, -24)
(-9, 162)
(183, 94)
(-45, -124)
(92, -100)
(-174, 21)
(213, -100)
(104, -181)
(214, 90)
(39, -125)
(168, -133)
(-192, -186)
(-163, -205)
(200, 30)
(-98, 187)
(62, 23)
(-1, -215)
(213, -171)
(-179, 64)
(-86, -123)
(-169, 163)
(40, 221)
(-122, 6)
(-11, -81)
(42, -163)
(203, 117)
(-211, 56)
(102, -12)
(144, 3)
(137, 19)
(-180, -100)
(22, -167)
(-124, -123)
(-28, -186)
(94, 112)
(-4, 208)
(-200, -124)
(-161, 204)
(-7, 44)
(135, -226)
(147, -197)
(-165, -91)
(-157, -44)
(212, -31)
(-68, 162)
(-84, 1)
(152, -9)
(59, -136)
(153, -65)
(-181, -26)
(212, -202)
(181, 155)
(-181, -17)
(-130, 86)
(-30, 109)
(157, -202)
(40, -168)
(131, -148)
(193, 74)
(-190, 108)
(168, 54)
(-134, 73)
(7, -217)
(101, 162)
(135, 206)
(164, 13)
(99, 131)
(18, 2)
(10, 83)
(43, -158)
(106, -166)
(14, 181)
(32, -3)
(135, 16)
(190, -103)
(-208, -3)
(-104, 82)
(55, 154)
(-73, 115)
(-207, -169)
(-68, 47)
(-154, -47)
(-206, -21)
(55, 117)
(94, -19)
(166, 52)
(-114, 71)
(178, -148)
(-5, 115)
(-104, -181)
(-122, -187)
(107, 57)
(-219, -65)
(-57, 40)
(107, 11)
(193, -185)
(-64, 184)
(90, -51)
(102, -196)
(148, 39)
(40, -52)
(-109, 60)
(191, 53)
(-135, 105)
(-87, 209)
(28, 175)
(-4, -156)
(-71, 181)
(-118, -169)
(7, -202)
(46, 174)
(126, 17)
(-222, 158)
(-17, -74)
(-132, -196)
(-155, 166)
(168, -203)
(-21, 111)
(166, -17)
(28, 159)
(-173, -194)
(145, 24)
(-84, -226)
(180, -9)
(223, 172)
(-149, -2)
(224, -113)
(-5, -55)
(-190, -174)
(-29, -165)
(141, -26)
(136, 106)
(-18, 121)
(-205, -178)
(69, 166)
(83, 33)
(-159, -28)
(-150, -80)
(-222, -57)
(-209, 96)
(-186, -92)
(-39, -55)
(-3, -163)
(-21, 161)
(-151, 33)
(-69, 203)
(197, -99)
(-6, 97)
(-48, 61)
(-58, -93)
(-110, -161)
(-51, 129)
(-150, -124)
(72, -39)
(53, 12)
(-40, 211)
(33, 43)
(126, 60)
(-113, -2)
(-187, -52)
(-24, -156)
(25, -190)
(4, -219)
(102, -151)
(-29, 205)
(-92, -71)
(-130, -116)
(26, -61)
(-140, -139)
(-171, -108)
(220, -95)
(157, 105)
(155, -2)
(224, 104)

CNF with 113 variables and 249 clauses:
(-152, -211)
(130, 106)
(-100, -164)
(174, -50)
(220, -202)
(-220, 136)
(71, -136)
(114, -83)
(-17, -194)
(-96, 199)
(-190, -49)
(148, 22)
(-126, 27)
(41, -104)
(25, 187)
(144, -85)
(-69, -40)
(-205, 2)
(-114, 1)
(9, -29)
(-187, 160)
(-51, 14)
(-104, -196)
(188, -12)
(72, 185)
(161, 68)
(-127, -15)
(41, -141)
(69, 58)
(-112, 71)
(-119, -215)
(-115, -215)
(85, -190)
(136, 87)
(-50, 150)
(-138, -27)
(-205, -87)
(2, -133)
(-81, 208)
(-97, 207)
(210, 24)
(-66, -94)
(48, -72)
(-215, 192)
(-82, -200)
(-89, 69)
(-206, 30)
(138, -160)
(-123, 46)
(-35, 113)
(-183, 4)
(132, 80)
(-104, -20)
(-30, -190)
(-87, -215)
(117, -171)
(152, 12)
(133, 182)
(-6, -187)
(136, -149)
(93, -197)
(10, -72)
(61, 56)
(39, -82)
(-60, 132)
(-106, 110)
(103, 49)
(179, 176)
(-50, -129)
(108, 70)
(-117, 34)
(72, -12)
(-201, -161)
(-142, 44)
(-167, 54)
(-115, -174)
(216, 63)
(108, -83)
(-187, 2)
(36, -5)
(4, 61)
(160, -64)
(197, -134)
(20, -157)
(-180, 209)
(-99, -221)
(143, -160)
(17, 73)
(204, -110)
(-25, 186)
(-41, 147)
(114, 179)
(144, 40)
(136, -117)
(-129, -143)
(-39, 40)
(170, 13)
(101, 96)
(39, 23)
(183, 144)
(-28, -177)
(-79, 68)
(-184, -40)
(-165, 92)
(209, 126)
(-192, -99)
(-188, -13)
(120, 103)
(-96, 100)
(-47, -81)
(211, 16)
(-53, 22)
(-61, 103)
(-155, -172)
(-154, -143)
(88, -91)
(162, -14)
(91, 45)
(179, 100)
(-110, -128)
(-123, 91)
(-14, 126)
(-107, -157)
(-165, -25)
(-47, 77)
(148, -93)
(205, -25)
(8, 86)
(-23, -149)
(28, 162)
(77, -181)
(-49, 15)
(143, 130)
(92, 9)
(-217, 141)
(-104, -110)
(113, 50)
(126, 132)
(155, 31)
(153, -189)
(185, -72)
(39, 2)
(-1, 120)
(-225, -190)
(122, 146)
(-4, -103)
(-196, 93)
(127, -187)
(133, -162)
(-96, 143)
(52, -44)
(-158, -226)
(224, 29)
(-1, 223)
(165, -112)
(175, -7)
(-79, -88)
(-164, 188)
(-76, -172)
(-51, -88)
(-94, -144)
(50, 53)
(60, 118)
(68, -18)
(204, -118)
(-2, -95)
(-75, -15)
(187, -6)
(184, 96)
(105, 190)
(-176, 70)
(-206, -35)
(8, 74)
(164, 129)
(104, -184)
(214, -96)
(171, -30)
(-160, 90)
(57, -43)
(-224, 96)
(-216, 198)
(115, -166)
(74, -18)
(164, -152)
(192, 194)
(220, 36)
(173, -204)
(189, 94)
(-22, 222)
(-113, -6)
(-161, -202)
(-143, 176)
(-56, 55)
(207, 84)
(-17, -200)
(-83, -72)
(82, -14)
(113, 1)
(-25, 82)
(146, 71)
(-123, 56)
(19, 213)
(28, 161)
(-31, -209)
(-166, 39)
(159, -100)
(-156, -222)
(-137, 84)
(29, 208)
(17, -56)
(-204, 177)
(60, 24)
(126, -95)
(22, -134)
(45, 225)
(-132, -9)
(-222, -9)
(-125, 180)
(180, 105)
(151, 32)
(-166, -41)
(21, 60)
(60, 161)
(146, 201)
(41, -209)
(-87, -212)
(196, 40)
(135, 118)
(-23, 108)
(-175, -105)
(-85, 14)
(-156, 27)
(-70, 60)
(105, 132)
(191, -39)
(130, 195)
(43, -47)
(106, -135)
(-190, 141)
(144, -206)
(53, -196)
(-96, -203)
(-116, 154)
(19, 208)
(177, -11)
(-47, -210)
(151, 208)
(-209, -153)
(121, 149)

CNF with 113 variables and 174 clauses:
(25, -32)
(-215, -167)
(37, 15)
(-217, -36)
(-149, -39)
(120, 159)
(-184, -149)
(-126, 219)
(-10, -189)
(80, 58)
(-50, 141)
(-226, -213)
(-18, -154)
(-194, 212)
(-55, -66)
(182, -47)
(51, -55)
(212, 27)
(-62, 41)
(-131, 225)
(-201, -136)
(107, 99)
(153, -108)
(61, 56)
(137, -214)
(-24, 15)
(111, -169)
(133, 72)
(136, 34)
(146, 36)
(-69, -173)
(84, -28)
(29, -129)
(160, 135)
(-102, -103)
(-219, -112)
(-87, 196)
(-71, 95)
(-30, 96)
(21, 114)
(-58, 144)
(-99, -68)
(-162, -81)
(168, -197)
(4, 52)
(-116, 163)
(25, -209)
(-46, -196)
(101, -34)
(-10, 71)
(-16, -34)
(91, 13)
(-191, -121)
(185, -90)
(-22, 81)
(7, -57)
(-180, -164)
(-75, 221)
(-152, 108)
(-90, 211)
(-196, -188)
(11, 132)
(-131, 103)
(190, -144)
(153, -129)
(76, -166)
(-170, -179)
(-224, -31)
(166, 164)
(-197, -178)
(-84, -216)
(-212, 135)
(-151, -172)
(220, 156)
(-133, -47)
(-62, 187)
(121, -186)
(133, -221)
(115, -193)
(-150, 28)
(-25, 135)
(81, 116)
(161, -4)
(-182, 151)
(193, 58)
(-197, 16)
(83, 61)
(-111, -189)
(-51, 155)
(2, 225)
(-202, -26)
(-114, 160)
(170, -17)
(-174, 93)
(-215, -97)
(-225, 210)
(131, -107)
(-190, 149)
(60, -149)
(-159, -144)
(32, -211)
(-217, 180)
(-48, 80)
(-212, 148)
(-71, 69)
(88, -11)
(-196, 111)
(124, -37)
(-131, 155)
(-152, -2)
(164, 136)
(93, -144)
(147, 83)
(-55, -204)
(206, 172)
(78, -160)
(224, 13)
(23, 87)
(-119, -61)
(-204, -65)
(108, -52)
(-158, -169)
(77, -211)
(-49, -134)
(224, 205)
(-177, -173)
(108, 204)
(-134, 54)
(-186, -30)
(186, -140)
(-224, -130)
(-105, 215)
(-214, 70)
(147, -141)
(18, -200)
(118, 125)
(-136, 163)
(118, 189)
(185, -20)
(-99, -17)
(120, -76)
(220, -108)
(107, 207)
(-194, 197)
(-154, 215)
(133, -119)
(150, -103)
(-50, 25)
(-184, 55)
(148, 180)
(-116, -177)
(188, 9)
(-145, -94)
(-18, -197)
(-145, 208)
(79, 175)
(200, 56)
(-115, -185)
(163, -94)
(-2, -70)
(-16, -179)
(-170, -173)
(101, -216)
(190, -120)
(-16, -33)
(203, 216)
(95, 210)
(15, 156)
(84, 155)
(-65, 209)
(125, -39)
(-161, 168)
(-53, 119)
(172, -126)

CNF with 113 variables and 211 clauses:
(-155, 10)
(-169, -218)
(28, -125)
(17, -116)
(106, -206)
(-179, -226)
(-63, 150)
(-182, -97)
(-160, -149)
(-190, 143)
(195, 18)
(201, -170)
(-54, 52)
(-73, -172)
(71, -115)
(-102, 149)
(77, 62)
(-23, -141)
(-153, 103)
(126, 128)
(25, -12)
(204, -178)
(204, -114)
(111, 204)
(102, 210)
(129, 75)
(45, 222)
(172, -12)
(22, 165)
(-135, 209)
(57, 123)
(-7, -179)
(-203, 184)
(-49, 68)
(102, -199)
(-85, -16)
(167, 31)
(-29, -118)
(-223, 117)
(192, 33)
(-24, -31)
(184, -145)
(3, 17)
(37, 83)
(39, 165)
(67, -90)
